,name,houseID,houseZip,rentAmount,paymentDate_clean,dob_clean,paymentAmount_clean
6758,Beryl Roeser,202,92150,1297.0,2010-01-08,,1297.0
6759,Shyla Dau,2139,92127,1821.0,2010-01-08,2000-01-01,1821.0
6760,Thomas Baumeister,2266,92108,1580.0,2010-01-08,,1580.0
6761,Muriel Aldana,1733,92158,1774.0,2010-01-08,2000-01-01,1774.0
6762,Vi Cantara,2378,92114,1056.0,2010-01-08,2000-01-01,1056.0
6763,Madison Frankum,1517,92131,1718.0,2010-01-08,1900-01-01,
6764,Reita Hamid,1931,92195,1642.0,2010-01-08,,1642.0
6765,Rodrigo Sarkisian,1958,92166,1244.0,2010-01-08,,1244.0
6766,Lita Michalik,1432,92139,1655.0,2010-01-08,2000-01-01,1655.0
6767,Olen Pentz,1836,92122,1542.0,2010-01-08,,1542.0
6768,Irmgard Owsley,980,92170,1620.0,2010-01-08,,1620.0
6769,Rosalind Reinbold,1975,92139,1322.0,2010-01-08,2000-01-01,1322.0
6770,Mirta Nicolson,1716,92152,1175.0,2010-01-08,1900-01-01,1175.0
6771,Lettie Piano,1411,92134,1969.0,2010-01-08,,1969.0
6772,Denyse Kung,564,92112,1485.0,2010-01-08,1900-01-01,1485.0
6773,Ehtel Debnam,636,92107,1694.0,2010-01-08,,1694.0
6774,Coleen Jeter,434,92127,1208.0,2010-01-08,,1208.0
6775,Alice Wehling,53,92112,1685.0,2010-01-08,,1685.0
6776,Honey Descoteaux,947,92166,1545.0,2010-01-08,2000-01-01,1545.0
6777,Jeanelle Westby,1078,92171,1900.0,2010-01-08,2000-01-01,1900.0
6778,Marci Rivera,1554,92171,1560.0,2010-01-08,,1560.0
6779,Melaine Wiemann,1653,92111,1334.0,2010-01-08,,1334.0
6780,Dominque Massey,593,92139,1509.0,2010-01-08,2000-01-01,1509.0
6781,Alvera Goffney,70,92138,1959.0,2010-01-08,2000-01-01,1959.0
6782,Darby Santana,502,92165,1307.0,2010-01-08,1900-01-01,1307.0
6783,Mayola Spier,1647,92165,1368.0,2010-01-08,1900-01-01,1368.0
6784,Denny Webber,563,92115,1886.0,2010-01-08,1989-03-12,1886.0
6785,Mitchell Tafolla,1719,92158,1061.0,2010-01-08,2000-01-01,1061.0
6786,Lana Mahar,1314,92117,926.0,2010-01-08,1961-09-25,926.0
6787,Rossana Janecek,1994,92142,2053.0,2010-01-08,2000-01-01,2053.0
6788,Jacquelyn Sergent,1008,92179,1764.0,2010-01-08,2000-01-01,1764.0
6789,Ramiro Arispe,1909,92132,1553.0,2010-01-08,2000-01-01,1553.0
6790,Zola Howley,2473,92137,1497.0,2010-01-08,1984-02-04,1497.0
6791,Morris Highsmith,1728,92166,1698.0,2010-01-08,,1698.0
6792,Norman Easterwood,1818,92115,1777.0,2010-01-08,2000-01-01,1777.0
6793,Audry Talarico,161,92116,1195.0,2010-01-08,2062-07-09,1195.0
6794,Leo Moorhouse,1391,92114,1838.0,2010-01-08,2000-01-01,1838.0
6795,Claudio Anson,417,92139,1687.0,2010-01-08,2000-01-01,1687.0
6796,Susanne Haug,2190,92136,1142.0,2010-01-08,2000-01-01,1142.0
6797,Johanna Philpot,1130,92196,1244.0,2010-01-08,1992-07-25,1244.0
6798,Jina Ling,1116,92108,1740.0,2010-01-08,,1740.0
6799,Gale Demos,814,92107,1969.0,2010-01-08,2000-01-01,1969.0
6800,Antwan Delia,124,92135,1154.0,2010-01-08,2000-01-01,1154.0
6801,Juliana Cooney,1168,92140,1644.0,2010-01-08,2000-01-01,1644.0
6802,Janell Huffman,1032,92109,1489.0,2010-01-08,1989-01-09,1489.0
6803,Malcolm Casali,1540,92101,885.0,2010-01-08,1980-08-12,885.0
6804,Alda Overfelt,36,92136,1291.0,2010-01-08,2000-01-01,1291.0
6805,Sheryll Isenberg,2128,92115,896.0,2010-01-08,2000-01-01,896.0
6806,Latarsha Gleaves,1337,92120,1677.0,2010-01-08,,1677.0
6807,Chantelle Eaker,358,92131,1548.0,2010-01-08,,1548.0
6808,Tatum Moodie,2228,92197,864.0,2010-01-08,1988-05-07,864.0
6809,Delila Roque,539,92147,1820.0,2010-01-08,1997-02-08,1820.0
6810,Darcel Stagner,504,92190,1665.0,2010-01-08,2000-01-01,1665.0
6811,Clay Almeida,418,92123,1659.0,2010-01-08,2000-01-01,1659.0
6812,Luigi Chew,1482,92182,1488.0,2010-01-08,1979-12-06,1488.0
6813,Abel Emmett,3,92107,1802.0,2010-01-08,,1802.0
6814,Ashton Girouard,156,92168,1135.0,2010-01-08,1999-02-19,1135.0
6815,Dorla Bogart,602,92155,1888.0,2010-01-08,1979-04-09,1888.0
6816,Wanda Crowden,2404,92198,1462.0,2010-01-08,2000-01-01,1462.0
6817,Theresia Trowell,2263,92136,867.0,2010-01-08,,867.0
6818,Stanton Rahim,2172,92102,1403.0,2010-01-08,2037-08-08,1403.0
6819,Annabell Roll,107,92126,1526.0,2010-01-08,2000-01-01,1526.0
6820,Ernest Florian,714,92105,1496.0,2010-01-08,2000-01-01,1496.0
6821,Tonie Laberge,2302,92142,1660.0,2010-01-08,1978-04-11,1660.0
6822,Sherry Chaplin,2126,92137,1762.0,2010-01-08,1900-01-01,1762.0
6823,Dodie Degennaro,587,92175,1366.0,2010-01-08,2000-01-01,1366.0
6824,Bell Felkins,189,92160,1521.0,2010-01-08,2000-01-01,1521.0
6825,Jasmin Bryden,1057,92114,1361.0,2010-01-08,,1361.0
6826,Lauren Bittle,1348,92122,1408.0,2010-01-08,2000-01-01,1408.0
6827,Margorie Prichett,1571,92103,1296.0,2010-01-08,2000-01-01,1296.0
6828,Marjory Kite,1602,92145,1637.0,2010-01-08,2000-01-01,1637.0
6829,Loretta Hauk,1451,92108,1226.0,2010-01-08,2000-01-01,1226.0
6830,Debroah Morlan,534,92122,1776.0,2010-01-08,2000-01-01,1776.0
6831,Ellan Lazaro,662,92191,1932.0,2010-01-08,,1932.0
6832,Freida Poirer,808,92170,1096.0,2010-01-08,,1096.0
6833,Martina Poche,1617,92106,1567.0,2010-01-08,2000-01-01,1567.0
6834,An Jain,106,92145,1587.0,2010-01-08,2000-01-01,1587.0
6835,Sheridan Clogston,2118,92124,893.0,2010-01-08,1971-08-10,893.0
6836,Almeda Sanders,63,92113,1074.0,2010-01-08,2000-01-01,1074.0
6837,Tosha Aquilar,2309,92120,1652.0,2010-01-08,2000-01-01,1652.0
6838,Leonor Paquin,1399,92152,1798.0,2010-01-08,2000-01-01,1798.0
6839,Fransisca Scrivens,802,92112,1527.0,2010-01-08,1975-02-08,1527.0
6840,Sandee Vance,2043,92167,1340.0,2010-01-08,,1340.0
6841,Willene Cristobal,2427,92106,1171.0,2010-01-08,,1171.0
6842,Joselyn Sunde,1154,92130,1532.0,2010-01-08,2000-01-01,1532.0
6843,Fletcher Omara,778,92162,1654.0,2010-01-08,,1654.0
6844,Ethan Mosteller,722,92199,1844.0,2010-01-08,2018-08-08,1844.0
6845,Candelaria Dibble,285,92149,1185.0,2010-01-08,,1185.0
6846,Mia Zarate,1680,92192,1762.0,2010-01-08,2000-01-01,1762.0
6847,Vina Danford,2380,92187,1812.0,2010-01-08,2000-01-01,1812.0
6848,Pete Folmar,1883,92131,1739.0,2010-01-08,2000-01-01,1739.0
6849,Vernie Whitelaw,2372,92168,1543.0,2010-01-08,2000-01-01,1543.0
6850,Fermin Nunley,766,92145,1726.0,2010-01-08,1986-01-10,1726.0
6851,Matha Barkan,1638,92107,1784.0,2010-01-08,,1784.0
6852,Jenelle Hardin,1090,92192,1053.0,2010-01-08,1988-05-05,1053.0
6853,Louvenia Meuser,1461,92132,1520.0,2010-01-08,2000-01-01,1520.0
6854,Eneida Cheatwood,703,92103,2044.0,2010-01-08,2000-01-01,2044.0
6855,Harlan Colletti,909,92105,1033.0,2010-01-08,,1033.0
6856,Nikki Wygant,1799,92166,1640.0,2010-01-08,1900-01-01,1640.0
6857,Allyson Giberson,61,92104,1511.0,2010-01-08,2000-01-01,1511.0
6858,Melida Demaree,1657,92127,1384.0,2010-01-08,2000-01-01,1384.0
6859,Fe Leader,758,92195,1414.0,2010-01-08,2000-01-01,1414.0
6860,Asuncion Leath,160,92158,1469.0,2010-01-08,1972-05-02,1469.0
6861,Claudie Demuth,416,92176,1131.0,2010-01-08,1900-01-01,1131.0
6862,Gloria Gamble,870,92109,1498.0,2010-01-08,2054-03-10,1498.0
6863,Rosamond Ramsburg,1977,92182,1339.0,2010-01-08,1972-02-22,1339.0
6864,Julissa Sandlin,1175,92121,1771.0,2010-01-08,1972-01-18,1771.0
6865,Kaylee Harder,1224,92195,1462.0,2010-01-08,2000-01-01,1462.0
6866,Dorthey Lodge,608,92186,1154.0,2010-01-08,1967-01-22,1154.0
6867,Jacalyn Wight,998,92147,1531.0,2010-01-08,,1531.0
6868,Mira Salcido,1712,92163,1375.0,2010-01-08,2000-01-01,1375.0
6869,Giuseppina Payeur,864,92177,1796.0,2010-01-08,1998-03-03,1796.0
6870,Marilyn Kessinger,1595,92104,1061.0,2010-01-08,,1061.0
6871,Delila Sylvester,540,92136,1896.0,2010-01-08,2000-01-01,1896.0
6872,Danyelle Minder,495,92112,1737.0,2010-01-08,2000-01-01,1737.0
6873,Penny Heintzelman,1880,92176,1757.0,2010-01-08,2000-01-01,1757.0
6874,Fleta Willms,777,92174,1361.0,2010-01-08,1973-11-08,1361.0
6875,Florinda Lonergan,785,92126,1135.0,2010-01-08,2067-07-12,1135.0
6876,Raguel Keller,1908,92170,1851.0,2010-01-08,2000-01-01,1851.0
6877,Leisa Corriveau,1377,92163,1497.0,2010-01-08,1982-11-11,1497.0
6878,Dede Ganey,535,92112,1318.0,2010-01-08,1991-10-04,1318.0
6879,Anamaria Tutt,89,92115,1666.0,2010-01-08,2000-01-01,1666.0
6880,Dolores Segundo,589,92111,2006.0,2010-01-08,,2006.0
6881,Burl Nevius,267,92102,1852.0,2010-01-08,2000-01-01,1852.0
6882,Kittie Benoit,1268,92124,1601.0,2010-01-08,,1601.0
6883,Ambrose Puthoff,80,92137,1676.0,2010-01-08,1981-10-12,1676.0
6884,Kyle Voyles,1297,92169,1257.0,2010-01-08,,1257.0
6885,Dion Wingrove,585,92132,1184.0,2010-01-08,2000-01-01,1184.0
6886,Ollie Pancake,1841,92134,1889.0,2010-01-08,2000-01-01,1889.0
6887,Carlena Holeman,299,92123,1328.0,2010-01-08,,1328.0
6888,Katina Skillings,1215,92131,1518.0,2010-01-08,1983-09-11,1518.0
6889,Catrina Constantine,341,92169,2079.0,2010-01-08,2000-01-01,2079.0
6890,Melida Davalos,1656,92137,1608.0,2010-01-08,1980-11-12,1608.0
6891,Mariko Austell,1588,92122,1175.0,2010-01-08,,1175.0
6892,Rea Carmen,1922,92158,1411.0,2010-01-08,1972-12-05,1411.0
6893,Chana Santamaria,356,92167,1192.0,2010-01-08,2047-07-04,1192.0
6894,Jamaal Hundley,1017,92116,1466.0,2010-01-08,2000-01-01,1466.0
6895,Corrin Mask,451,92103,1528.0,2010-01-08,2000-01-01,1528.0
6896,Nicolette Myerson,1793,92126,1541.0,2010-01-08,,1541.0
6897,Despina Alegria,571,92108,1677.0,2010-01-08,,1677.0
6898,Dana Mckamey,480,92167,1656.0,2010-01-08,2000-01-01,1656.0
6899,Meghan Poynter,1652,92129,1767.0,2010-01-08,,-265.05
6900,Ernestine Freeze,715,92152,1259.0,2010-01-08,2000-01-01,1259.0
6901,Glenda Mcnair,868,92154,1967.0,2010-01-08,2000-01-01,1967.0
6902,Jamila Decuir,1025,92110,1334.0,2010-01-08,2000-01-01,1334.0
6903,Billye Ashford,212,92192,1516.0,2010-01-08,,1516.0
6904,Austin Sharrock,170,92133,1533.0,2010-01-08,2000-01-01,1533.0
6905,Donald Goudy,595,92177,1546.0,2010-01-08,,
6906,Deneen Yeaman,559,92135,1815.0,2010-01-08,2000-01-01,1815.0
6907,Hwa Teske,961,92176,1012.0,2010-01-08,2000-01-01,1012.0
6908,Luanne Eppler,1469,92170,1991.0,2010-01-08,2000-01-01,1991.0
6909,Jamal Parman,1020,92187,1443.0,2010-01-08,1971-12-02,1443.0
6910,Edith Couto,624,92175,1283.0,2010-01-08,,1283.0
6911,Molly Kochan,1724,92139,1568.0,2010-01-08,2007-02-02,1568.0
6912,Walton Talmadge,2403,92136,1922.0,2010-01-08,2000-01-01,1922.0
6913,Deonna Wildes,565,92140,1474.0,2010-01-08,2000-01-01,1474.0
6914,Vonda Partlow,2396,92121,1370.0,2010-01-08,,1370.0
6915,Porter Stagner,1893,92130,1065.0,2010-01-08,2000-01-01,1065.0
6916,Xuan Henningsen,2443,92193,1628.0,2010-01-08,2000-01-01,1628.0
6917,Jennie Carnegie,1097,92190,1681.0,2010-01-08,2000-01-01,1681.0
6918,Queen Heideman,1900,92132,1305.0,2010-01-08,,1305.0
6919,Jadwiga Schuette,1013,92182,1795.0,2010-01-08,2000-01-01,1795.0
6920,Lauran Thacker,1347,92102,768.0,2010-01-08,2000-01-01,768.0
6921,Antoinette Belding,120,92128,825.0,2010-01-08,,825.0
6922,Cameron Danziger,278,92132,1193.0,2010-01-08,2068-12-08,1193.0
6923,Hilary Zucco,940,92137,2006.0,2010-01-08,2000-01-01,2006.0
6924,Chere Bahl,379,92177,801.0,2010-01-08,2021-12-12,801.0
6925,Alyssa Mintz,76,92198,1726.0,2010-01-08,2000-01-01,1726.0
6926,Brice Mahaney,245,92171,1626.0,2010-01-08,,1626.0
6927,Daphine Ates,497,92122,1811.0,2010-01-08,2000-01-01,1811.0
6928,Annemarie Vankleeck,114,92169,1677.0,2010-01-08,1988-05-02,1677.0
6929,Willetta Herald,2431,92145,2023.0,2010-01-08,1987-04-03,2023.0
6930,Collene Larocco,442,92137,1871.0,2010-01-08,,1871.0
6931,Florrie Mecham,787,92167,1235.0,2010-01-08,2000-01-01,1235.0
6932,Carie Croston,296,92138,1709.0,2010-01-08,2000-01-01,1709.0
6933,Birgit Strackbein,214,92194,1662.0,2010-01-08,2000-01-01,1662.0
6934,Leida Yap,1371,92124,1716.0,2010-01-08,,1716.0
6935,Gracie Strasburg,874,92113,1708.0,2010-01-08,2000-01-01,1708.0
6936,Ferdinand Thoman,763,92116,2014.0,2010-01-08,1981-09-08,2014.0
6937,Eldon Reiss,643,92135,1432.0,2010-01-08,2000-01-01,1432.0
6938,Kamala Harrison,1187,92128,1358.0,2010-01-08,2000-01-01,1358.0
6939,Reyes Gullickson,1941,92150,1625.0,2010-01-08,,1625.0
6940,Michelle Grell,1689,92111,1698.0,2010-01-08,,1698.0
6941,Racquel Jimenez,1905,92119,1301.0,2010-01-08,1983-11-06,1301.0
6942,Edna Kemplin,629,92145,1706.0,2010-01-08,2000-01-01,1706.0
6943,Tianna Greenwell,2273,92190,1597.0,2010-01-08,,1597.0
6944,Jacquie Escarcega,1009,92101,1444.0,2010-01-08,1982-01-12,1444.0
6945,Kimberli Spaulding,1256,92127,1085.0,2010-01-08,,1085.0
6946,Kenyetta Mistretta,1244,92127,1489.0,2010-01-08,,-223.35
6947,Nobuko Rodda,1804,92137,1267.0,2010-01-08,2011-11-10,1267.0
6948,Minta Carroway,1707,92122,1702.0,2010-01-08,1900-01-01,1702.0
6949,Clotilde Schultze,432,92147,1536.0,2010-01-08,1970-10-02,1536.0
6950,Jodie Dildine,1122,92177,1398.0,2010-01-08,2000-01-01,1398.0
6951,Marcell Oliva,1550,92193,1107.0,2010-01-08,,1107.0
6952,Wanetta Fyfe,2408,92113,1916.0,2010-01-08,2000-01-01,1916.0
6953,Thresa Zahler,2271,92175,1413.0,2010-01-08,2000-01-01,1413.0
6954,Katherina Audia,1211,92139,1146.0,2010-01-08,2000-01-01,1146.0
6955,Merle Ranallo,1671,92139,1226.0,2010-01-08,2000-01-01,1226.0
6956,Salvatore Keim,2035,92103,1764.0,2010-01-08,,1764.0
6957,India Linehan,972,92122,1004.0,2010-01-08,2063-03-06,1004.0
6958,Azalee Lao,174,92171,1928.0,2010-01-08,,1928.0
6959,Sacha Mayhew,2028,92113,1545.0,2010-01-08,1998-07-08,1545.0
6960,Sandy Holmberg,2044,92159,1192.0,2010-01-08,2000-01-01,1192.0
6961,Lettie Houchins,1410,92155,1133.0,2010-01-08,2000-01-01,1133.0
6962,Margy Burgin,1574,92102,1409.0,2010-01-08,2000-01-01,1409.0
6963,Bryant Kovar,256,92102,898.0,2010-01-08,1971-07-09,898.0
6964,Hanna Maury,908,92120,1364.0,2010-01-08,,1364.0
6965,Candace Yau,282,92145,1290.0,2010-01-08,,1290.0
6966,Eden Tibbals,622,92134,1672.0,2010-01-08,,1672.0
6967,Oscar Howarth,1846,92182,1150.0,2010-01-08,2000-01-01,1150.0
6968,Porfirio Machnik,1892,92160,1255.0,2010-01-08,,1255.0
6969,Claude Nusbaum,413,92153,1370.0,2010-01-08,,1370.0
6970,Kizzy Finkbeiner,1271,92176,1369.0,2010-01-08,,1369.0
6971,Cheri Kennon,380,92169,1241.0,2010-01-08,2050-07-01,1241.0
6972,Irene Mendoza,977,92166,1502.0,2010-01-08,2000-01-01,1502.0
6973,Vergie Lehto,2366,92193,1945.0,2010-01-08,1996-11-08,1945.0
6974,Elise Ramsdell,659,92130,1558.0,2010-01-08,2000-01-01,1558.0
6975,Wei Losh,2414,92182,1539.0,2010-01-08,2068-04-10,1539.0
6976,Thomasena Hartig,2269,92198,1112.0,2010-01-08,1973-01-01,1112.0
6977,Cleotilde Carty,423,92123,1744.0,2010-01-08,2000-01-01,1744.0
6978,Harriette Gulotta,916,92112,1886.0,2010-01-08,,1886.0
6979,Chantell Hanshaw,360,92142,1601.0,2010-01-08,1900-01-01,1601.0
6980,Trenton Gunning,2321,92121,2176.0,2010-01-08,2000-01-01,2176.0
6981,Felicia Quesnel,762,92162,1781.0,2010-01-08,1975-07-12,1781.0
6982,Reuben Mateer,1940,92109,2152.0,2010-01-08,,2152.0
6983,Tegan Zepeda,2232,92191,1785.0,2010-01-08,,1785.0
6984,Charla Ashe,368,92176,1742.0,2010-01-08,2000-01-01,1742.0
6985,Janay Benny,1028,92109,1731.0,2010-01-08,,1731.0
6986,Tessa Humbert,2254,92103,1355.0,2010-01-08,,1355.0
6987,Jordon Shadley,1146,92139,1550.0,2010-01-08,2000-01-01,1550.0
6988,Selene Ellman,2059,92168,1722.0,2010-01-08,1972-08-10,1722.0
6989,Hye Micek,963,92123,1804.0,2010-01-08,1976-01-11,1804.0
6990,Octavia Robins,1825,92165,1644.0,2010-01-08,1973-05-02,1644.0
6991,Tamesha Florez,2206,92115,1967.0,2010-01-08,,1967.0
6992,Giovanna Wakefield,852,92174,1401.0,2010-01-08,1992-02-04,1401.0
6993,Inge Campion,973,92192,1828.0,2010-01-08,2000-01-01,1828.0
6994,Honey Peckham,949,92177,692.0,2010-01-08,,692.0
6995,Marilee Kingsberry,1590,92191,1246.0,2010-01-08,,1246.0
6996,Ethelyn Joesph,725,92109,1743.0,2010-01-08,2000-01-01,1743.0
6997,Nicola Almeda,1791,92153,1498.0,2010-01-08,2000-01-01,1498.0
6998,Imelda Steere,970,92174,1339.0,2010-01-08,2000-01-01,1339.0
6999,Quinn Westfall,1903,92194,1578.0,2010-01-08,2060-08-06,1578.0
7000,Tamisha Trumbull,2209,92174,1505.0,2010-01-08,2002-02-02,1505.0
7001,Aurelia Delay,164,92112,1244.0,2010-01-08,,1244.0
7002,Delphia Hillwig,549,92190,1761.0,2010-01-08,,1761.0
7003,Michelina Granderson,1688,92115,1483.0,2010-01-08,2000-01-01,1483.0
7004,Tyson Finn,2348,92167,1348.0,2010-01-08,2000-01-01,1348.0
7005,Teresia Edling,2244,92131,1769.0,2010-01-08,2000-01-01,1769.0
7006,Zackary Narducci,2466,92176,1509.0,2010-01-08,2000-01-01,1509.0
7007,Fleta Kogan,776,92109,811.0,2010-01-08,,811.0
7008,Mardell Skoglund,1557,92162,1613.0,2010-01-08,1982-08-07,1613.0
7009,Alfred Fitzsimons,47,92184,1650.0,2010-01-08,,1650.0
7010,Cory Savage,454,92117,1750.0,2010-01-08,,1750.0
7011,Xavier Mennella,2439,92119,1327.0,2010-01-08,2000-01-01,1327.0
7012,Marilu Krell,1592,92147,1440.0,2010-01-08,2000-01-01,1440.0
7013,Mack Cheesman,1506,92195,906.0,2010-01-08,2000-01-01,906.0
7014,Mira Guidry,1709,92176,1906.0,2010-01-08,2000-01-01,1906.0
7015,Sabina Auston,2023,92162,1947.0,2010-01-08,1900-01-01,1947.0
7016,Mallory Divito,1543,92106,1592.0,2010-01-08,2000-01-01,1592.0
7017,Ed Mcmunn,625,92160,1324.0,2010-01-08,2000-01-01,1324.0
7018,Vita Lizaola,2391,92105,1125.0,2010-01-08,,1125.0
7019,Millard Woodford,1704,92129,1066.0,2010-01-08,2000-01-01,1066.0
7020,Ellsworth Maclennan,667,92145,924.0,2010-01-08,2000-01-01,924.0
7021,Darren Tucker,510,92133,1584.0,2010-01-08,,1584.0
7022,Song Kubat,2156,92121,1892.0,2010-01-08,2000-01-01,1892.0
7023,Mertie Hoskins,1679,92107,1190.0,2010-01-08,,1190.0
7024,Newton Zamarripa,1778,92155,1353.0,2010-01-08,2001-06-08,1353.0
7025,Antonina Sokolowski,123,92108,1293.0,2010-01-08,2000-01-01,1293.0
7026,Abe Prophet,4,92161,1143.0,2010-01-08,2014-02-08,1143.0
7027,Mabel Sawicki,1503,92111,1934.0,2010-01-08,2000-01-01,1934.0
7028,Arcelia Petrick,125,92142,1564.0,2010-01-08,2058-06-06,1564.0
7029,Barton Twine,183,92154,1441.0,2010-01-08,1957-08-05,1441.0
7030,Germaine Shutts,840,92123,1040.0,2010-01-08,2000-01-01,1040.0
7031,Gala Griffis,813,92195,1159.0,2010-01-08,,1159.0
7032,Hai Doiron,899,92110,977.0,2010-01-08,2000-01-01,977.0
7033,Tiny Whidbee,2282,92101,2018.0,2010-01-08,2000-01-01,2018.0
7034,Tanesha Knutson,2217,92197,1565.0,2010-01-08,2000-01-01,1565.0
7035,Jeanice Peirce,1080,92147,1820.0,2010-01-08,2000-01-01,1820.0
7036,Clare Tilly,407,92155,1723.0,2010-01-08,,1723.0
7037,Samella Leija,2038,92120,1922.0,2010-01-08,,1922.0
7038,Pedro States,1877,92186,1478.0,2010-01-08,1900-01-01,1478.0
7039,Leigh Stoll,1375,92101,1141.0,2010-01-08,,1141.0
7040,Gema Gomer,822,92195,1016.0,2010-01-08,2000-01-01,1016.0
7041,Blythe Carbonneau,223,92140,1855.0,2010-01-08,2000-01-01,1855.0
7042,Kandice Mayweather,1188,92166,1920.0,2010-01-08,2000-01-01,1920.0
7043,Codi Roloff,433,92129,1505.0,2010-01-08,2000-01-01,1505.0
7044,Ollie Zank,1842,92106,1204.0,2010-01-08,2000-01-01,1204.0
7045,Carol Dacosta,317,92150,1446.0,2010-01-08,1987-07-05,1446.0
7046,Elanor Situ,638,92114,1840.0,2010-01-08,1900-01-01,1840.0
7047,Stanley Lair,2171,92113,1023.0,2010-01-08,,1023.0
7048,Selene Giraud,2060,92150,1287.0,2010-01-08,2000-01-01,1287.0
7049,Marybeth Gula,1629,92109,1746.0,2010-01-08,2066-05-05,1746.0
7050,Stacee Lamarche,2167,92154,1910.0,2010-01-08,2000-01-01,1910.0
7051,Dwight Ohara,618,92114,1248.0,2010-01-08,2000-01-01,1248.0
7052,Laurette Bollman,1350,92117,1778.0,2010-01-08,,1778.0
7053,Emmanuel Fleisher,700,92102,1893.0,2010-01-08,2000-01-01,1893.0
7054,Sean Sharman,2058,92153,1321.0,2010-01-08,2000-01-01,1321.0
7055,Clarine Moshier,410,92139,1932.0,2010-01-08,2000-01-01,1932.0
7056,Annabel Rolph,108,92147,1434.0,2010-01-08,1969-07-04,1434.0
7057,Zoila Faler,2472,92112,1396.0,2010-01-08,,1396.0
7058,Latricia Bartholow,1343,92131,1464.0,2010-01-08,1969-09-05,1464.0
7059,Magali Leveque,1519,92134,1422.0,2010-01-08,,1422.0
7060,Lecia Cavin,1366,92167,1604.0,2010-01-08,2004-04-12,1604.0
7061,Amos Penhollow,83,92127,1338.0,2010-01-08,,1338.0
7062,Jade Martensen,1012,92194,1657.0,2010-01-08,2000-01-01,1657.0
7063,Janetta Bassett,1036,92138,1119.0,2010-01-08,2000-01-01,1119.0
7064,Margaretta Yarnall,1560,92186,1367.0,2010-01-08,2000-01-01,1367.0
7065,Shay Vides,2108,92101,1589.0,2010-01-08,2063-09-07,1589.0
7066,Ahmed Lisby,24,92103,1641.0,2010-01-08,,1641.0
7067,Twila Alfieri,2337,92171,972.0,2010-01-08,2000-01-01,972.0
7068,Angelia Barragan,93,92152,1175.0,2010-01-08,2051-01-05,1175.0
7069,Harmony Eshelman,913,92122,1328.0,2010-01-08,,1328.0
7070,Greg Borgia,882,92158,1598.0,2010-01-08,1970-12-08,1598.0
7071,Marla Lytch,1603,92106,1634.0,2010-01-08,2000-01-01,1634.0
7072,Inger Radice,975,92197,1671.0,2010-01-08,,1671.0
7073,Floria Dave,783,92114,1977.0,2010-01-08,2050-07-02,1977.0
7074,Shanda Wyche,2069,92105,1544.0,2010-01-08,,1544.0
7075,Delana Fino,537,92126,1412.0,2010-01-08,,1412.0
7076,Mona Bucklin,1726,92121,1486.0,2010-01-08,,1486.0
7077,Brendan Josephson,243,92150,1208.0,2010-01-08,2000-01-01,1208.0
7078,Leland Bernardino,1380,92184,1823.0,2010-01-08,2000-01-01,1823.0
7079,Gisele Parlin,855,92182,1002.0,2010-01-08,2057-02-09,1002.0
7080,Danette Davi,482,92102,1067.0,2010-01-08,2000-01-01,1067.0
7081,September Vesely,2062,92110,1785.0,2010-01-08,1981-12-02,1785.0
7082,Cierra Liakos,401,92129,1351.0,2010-01-08,2066-11-04,1351.0
7083,Lane Scroggs,1316,92160,1364.0,2010-01-08,2000-01-01,1364.0
7084,Bok Leclaire,226,92140,2174.0,2010-01-08,,2174.0
7085,Roxana Godard,1996,92112,2007.0,2010-01-08,2000-01-01,2007.0
7086,Rebekah Eichhorn,1926,92152,1874.0,2010-01-08,,1874.0
7087,Carolyne Genthner,321,92163,1248.0,2010-01-08,2000-01-01,1248.0
7088,Efren Wilk,634,92193,2298.0,2010-01-08,1939-05-10,2298.0
7089,Reyna Nemec,1943,92199,1568.0,2010-01-08,2000-01-01,1568.0
7090,Vina Sheedy,2381,92122,2092.0,2010-01-08,1979-10-04,2092.0
7091,Mayme Graybill,1646,92184,1516.0,2010-01-08,2000-01-01,1516.0
7092,Arletha Plumadore,140,92111,1501.0,2010-01-08,2000-01-01,1501.0
7093,Coleen March,435,92120,937.0,2010-01-08,2000-01-01,937.0
7094,Leonard Janney,1394,92129,1859.0,2010-01-08,2000-01-01,1859.0
7095,Carlton Leeks,305,92193,1256.0,2010-01-08,,1256.0
7096,Stepanie Gagnon,2177,92127,1607.0,2010-01-08,2000-01-01,1607.0
7097,Emmett Livermore,701,92170,1502.0,2010-01-08,1987-11-08,1502.0
7098,Gretchen Corbo,888,92166,1211.0,2010-01-08,1974-08-01,1211.0
7099,Ocie Mccomb,1824,92196,1250.0,2010-01-08,,
7100,Tiffani Coupe,2274,92161,1223.0,2010-01-08,,1223.0
7101,Nickie Weatherly,1788,92193,921.0,2010-01-08,1978-07-12,921.0
7102,Lynetta Soltani,1498,92172,1316.0,2010-01-08,2000-01-01,1316.0
7103,Ha Cornelius,898,92145,959.0,2010-01-08,,959.0
7104,Paulette Currence,1867,92176,1492.0,2010-01-08,2000-01-01,1492.0
7105,Alethia Klick,41,92120,1187.0,2010-01-08,2068-04-06,1187.0
7106,Johnetta Hertzog,1135,92192,1713.0,2010-01-08,1985-02-01,1713.0
7107,Linsey Stotler,1425,92153,1821.0,2010-01-08,2001-12-04,1821.0
7108,Trent Lammers,2320,92130,1376.0,2010-01-08,,1376.0
